"Date","Site","Depth","TPinf_interp"
2017-05-07,50,3.8,23.1666666666667
2017-05-07,50,5,23.1666666666667
2017-05-07,50,5.2,NA
2017-05-07,50,5.5,NA
2017-05-07,50,5.8,NA
2017-05-07,50,6,NA
2017-05-07,50,6.2,23.1666666666667
2017-05-07,50,8,23.1666666666667
2017-05-07,50,9,23.1666666666667
2017-05-07,50,9.3,NA
2017-05-09,50,0.1,23.9
2017-05-09,50,0.8,NA
2017-05-09,50,1.6,23.9
2017-05-09,50,2.8,NA
2017-05-09,50,3.8,23.9
2017-05-09,50,5,23.9
2017-05-09,50,5.2,NA
2017-05-09,50,5.5,NA
2017-05-09,50,5.8,NA
2017-05-09,50,6,NA
2017-05-09,50,6.2,23.9
2017-05-09,50,8,23.9
2017-05-09,50,9,23.9
2017-05-09,50,9.3,NA
2017-05-14,50,0.1,24.6333333333333
2017-05-14,50,0.8,NA
2017-05-14,50,1.6,24.6333333333333
2017-05-14,50,2.8,NA
2017-05-14,50,3.8,24.6333333333333
2017-05-14,50,5,24.6333333333333
2017-05-14,50,5.2,NA
2017-05-14,50,5.5,NA
2017-05-14,50,5.8,NA
2017-05-14,50,6,NA
2017-05-14,50,6.2,24.6333333333333
2017-05-14,50,8,24.6333333333333
2017-05-14,50,9,24.6333333333333
2017-05-14,50,9.3,NA
2017-06-28,50,0.1,25.3666666666667
2017-06-28,50,0.8,NA
2017-06-28,50,1.6,25.3666666666667
2017-06-28,50,2.8,NA
2017-06-28,50,3.8,25.3666666666667
2017-06-28,50,5,25.3666666666667
2017-06-28,50,5.2,NA
2017-06-28,50,5.5,NA
2017-06-28,50,5.8,NA
2017-06-28,50,6,NA
2017-06-28,50,6.2,25.3666666666667
2017-06-28,50,8,25.3666666666667
2017-06-28,50,9,25.3666666666667
2017-06-28,50,9.3,NA
2017-07-04,50,0.1,26.1
2017-07-04,50,0.8,NA
2017-07-04,50,1.6,26.1
2017-07-04,50,2.8,NA
2017-07-04,50,3.8,26.1
2017-07-04,50,5,26.1
2017-07-04,50,5.2,NA
2017-07-04,50,5.5,NA
2017-07-04,50,5.8,NA
2017-07-04,50,6,NA
2017-07-04,50,6.2,26.1
2017-07-04,50,8,26.1
2017-07-04,50,9,26.1
2017-07-04,50,9.3,NA
2017-07-06,50,0.1,26.8333333333333
2017-07-06,50,0.8,NA
2017-07-06,50,1.6,26.8333333333333
2017-07-06,50,2.8,NA
2017-07-06,50,3.8,26.8333333333333
2017-07-06,50,5,26.8333333333333
2017-07-06,50,5.2,NA
2017-07-06,50,5.5,NA
2017-07-06,50,5.8,NA
2017-07-06,50,6,NA
2017-07-06,50,6.2,26.8333333333333
2017-07-06,50,8,26.8333333333333
2017-07-06,50,9,26.8333333333333
2017-07-06,50,9.3,NA
2017-07-09,50,0.1,27.5666666666667
2017-07-09,50,0.8,NA
2017-07-09,50,1.6,27.5666666666667
2017-07-09,50,2.8,NA
2017-07-09,50,3.8,27.5666666666667
2017-07-09,50,5,27.5666666666667
2017-07-09,50,5.2,NA
2017-07-09,50,5.5,NA
2017-07-09,50,5.8,NA
2017-07-09,50,6,NA
2017-07-09,50,6.2,27.5666666666667
2017-07-09,50,8,27.5666666666667
2017-07-09,50,9,27.5666666666667
2017-07-09,50,9.3,NA
2017-07-10,50,0.1,28.3
2017-07-10,50,0.8,NA
2017-07-10,50,1.6,28.3
2017-07-10,50,2.8,NA
2017-07-10,50,3.8,28.3
2017-07-10,50,5,28.3
2017-07-10,50,5.2,NA
2017-07-10,50,5.5,NA
2017-07-10,50,5.8,NA
2017-07-10,50,6,NA
2017-07-10,50,6.2,28.3
2017-07-10,50,8,28.3
2017-07-10,50,9,28.3
2017-07-10,50,9.3,NA
2017-07-11,50,0.1,28.8083333333333
2017-07-11,50,0.8,NA
2017-07-11,50,1.6,28.8083333333333
2017-07-11,50,2.8,NA
2017-07-11,50,3.8,28.8083333333333
2017-07-11,50,5,28.8083333333333
2017-07-11,50,5.2,NA
2017-07-11,50,5.5,NA
2017-07-11,50,5.8,NA
2017-07-11,50,6,NA
2017-07-11,50,6.2,28.8083333333333
2017-07-11,50,8,28.8083333333333
2017-07-11,50,9,28.8083333333333
2017-07-11,50,9.3,NA
2017-07-12,50,0.1,29.3166666666667
2017-07-12,50,0.8,NA
2017-07-12,50,1.6,29.3166666666667
2017-07-12,50,2.8,NA
2017-07-12,50,3.8,29.3166666666667
2017-07-12,50,5,29.3166666666667
2017-07-12,50,5.2,NA
2017-07-12,50,5.5,NA
2017-07-12,50,5.8,NA
2017-07-12,50,6,NA
2017-07-12,50,6.2,29.3166666666667
2017-07-12,50,8,29.3166666666667
2017-07-12,50,9,29.3166666666667
2017-07-12,50,9.3,NA
2017-08-06,50,0.1,29.825
2017-08-06,50,0.8,NA
2017-08-06,50,1.6,29.825
2017-08-06,50,2.8,NA
2017-08-06,50,3.8,29.825
2017-08-06,50,5,29.825
2017-08-06,50,5.2,NA
2017-08-06,50,5.5,NA
2017-08-06,50,5.8,NA
2017-08-06,50,6,NA
2017-08-06,50,6.2,29.825
2017-08-06,50,8,29.825
2017-08-06,50,9,29.825
2017-08-06,50,9.3,NA
2017-08-09,50,0.1,30.3333333333333
2017-08-09,50,0.8,NA
2017-08-09,50,1.6,30.3333333333333
2017-08-09,50,2.8,NA
2017-08-09,50,3.8,30.3333333333333
2017-08-09,50,5,30.3333333333333
2017-08-09,50,5.2,NA
2017-08-09,50,5.5,NA
2017-08-09,50,5.8,NA
2017-08-09,50,6,NA
2017-08-09,50,6.2,30.3333333333333
2017-08-09,50,8,30.3333333333333
2017-08-09,50,9,30.3333333333333
2017-08-09,50,9.3,NA
2017-08-13,50,0.1,30.8416666666667
2017-08-13,50,0.8,NA
2017-08-13,50,1.6,30.8416666666667
2017-08-13,50,2.8,NA
2017-08-13,50,3.8,30.8416666666667
2017-08-13,50,5,30.8416666666667
2017-08-13,50,5.2,NA
2017-08-13,50,5.5,NA
2017-08-13,50,5.8,NA
2017-08-13,50,6,NA
2017-08-13,50,6.2,30.8416666666667
2017-08-13,50,8,30.8416666666667
2017-08-13,50,9,30.8416666666667
2017-08-13,50,9.3,NA
2017-08-16,50,0.1,31.35
2017-08-16,50,0.8,NA
2017-08-16,50,1.6,31.35
2017-08-16,50,2.8,NA
2017-08-16,50,3.8,31.35
2017-08-16,50,5,31.35
2017-08-16,50,5.2,NA
2017-08-16,50,5.5,NA
2017-08-16,50,5.8,NA
2017-08-16,50,6,NA
2017-08-16,50,6.2,31.35
2017-08-16,50,8,31.35
2017-08-16,50,9,31.35
2017-08-16,50,9.3,NA
2017-08-20,50,0.1,31.8583333333333
2017-08-20,50,0.8,NA
2017-08-20,50,1.6,31.8583333333333
2017-08-20,50,2.8,NA
2017-08-20,50,3.8,31.8583333333333
2017-08-20,50,5,31.8583333333333
2017-08-20,50,5.2,NA
2017-08-20,50,5.5,NA
2017-08-20,50,5.8,NA
2017-08-20,50,6,NA
2017-08-20,50,6.2,31.8583333333333
2017-08-20,50,8,31.8583333333333
2017-08-20,50,9,31.8583333333333
2017-08-20,50,9.3,NA
2017-08-27,50,0.1,32.3666666666667
2017-08-27,50,0.8,NA
2017-08-27,50,1.6,32.3666666666667
2017-08-27,50,2.8,NA
2017-08-27,50,3.8,32.3666666666667
2017-08-27,50,5,32.3666666666667
2017-08-27,50,5.2,NA
2017-08-27,50,5.5,NA
2017-08-27,50,5.8,NA
2017-08-27,50,6,NA
2017-08-27,50,6.2,32.3666666666667
2017-08-27,50,8,32.3666666666667
2017-08-27,50,9,32.3666666666667
2017-08-27,50,9.3,NA
2017-09-03,50,0.1,32.875
2017-09-03,50,0.8,NA
2017-09-03,50,1.6,32.875
2017-09-03,50,2.8,NA
2017-09-03,50,3.8,32.875
2017-09-03,50,5,32.875
2017-09-03,50,5.2,NA
2017-09-03,50,5.5,NA
2017-09-03,50,5.8,NA
2017-09-03,50,6,NA
2017-09-03,50,6.2,32.875
2017-09-03,50,8,32.875
2017-09-03,50,9,32.875
2017-09-03,50,9.3,NA
2017-09-10,50,0.1,33.3833333333333
2017-09-10,50,0.8,NA
2017-09-10,50,1.6,33.3833333333333
2017-09-10,50,2.8,NA
2017-09-10,50,3.8,33.3833333333333
2017-09-10,50,5,33.3833333333333
2017-09-10,50,5.2,NA
2017-09-10,50,5.5,NA
2017-09-10,50,5.8,NA
2017-09-10,50,6,NA
2017-09-10,50,6.2,33.3833333333333
2017-09-10,50,8,33.3833333333333
2017-09-10,50,9,33.3833333333333
2017-09-10,50,9.3,NA
2017-09-17,50,0.1,33.8916666666667
2017-09-17,50,0.8,NA
2017-09-17,50,1.6,33.8916666666667
2017-09-17,50,2.8,NA
2017-09-17,50,3.8,33.8916666666667
2017-09-17,50,5,33.8916666666667
2017-09-17,50,5.2,NA
2017-09-17,50,5.5,NA
2017-09-17,50,5.8,NA
2017-09-17,50,6,NA
2017-09-17,50,6.2,33.8916666666667
2017-09-17,50,8,33.8916666666667
2017-09-17,50,9,33.8916666666667
2017-09-17,50,9.3,NA
2017-09-18,50,0.1,34.4
2017-09-18,50,0.8,NA
2017-09-18,50,1.6,34.4
2017-09-18,50,2.8,NA
2017-09-18,50,3.8,34.4
2017-09-18,50,5,34.4
2017-09-18,50,5.2,NA
2017-09-18,50,5.5,NA
2017-09-18,50,5.8,NA
2017-09-18,50,6,NA
2017-09-18,50,6.2,34.4
2017-09-18,50,8,34.4
2017-09-18,50,9,34.4
2017-09-18,50,9.3,NA
2017-09-24,50,0.1,34.125
2017-09-24,50,0.8,NA
2017-09-24,50,1.6,34.125
2017-09-24,50,2.8,NA
2017-09-24,50,3.8,34.125
2017-09-24,50,5,34.125
2017-09-24,50,5.2,NA
2017-09-24,50,5.5,NA
2017-09-24,50,5.8,NA
2017-09-24,50,6,NA
2017-09-24,50,6.2,34.125
2017-09-24,50,8,34.125
2017-09-24,50,9,34.125
2017-09-24,50,9.3,NA
2017-10-08,50,0.1,33.85
2017-10-08,50,0.8,NA
2017-10-08,50,1.6,33.85
2017-10-08,50,2.8,NA
2017-10-08,50,3.8,33.85
2017-10-08,50,5,33.85
2017-10-08,50,5.2,NA
2017-10-08,50,5.5,NA
2017-10-08,50,5.8,NA
2017-10-08,50,6,NA
2017-10-08,50,6.2,33.85
2017-10-08,50,8,33.85
2017-10-08,50,9,33.85
2017-10-08,50,9.3,NA
2017-10-15,50,0.1,33.575
2017-10-15,50,0.8,NA
2017-10-15,50,1.6,33.575
2017-10-15,50,2.8,NA
2017-10-15,50,3.8,33.575
2017-10-15,50,5,33.575
2017-10-15,50,5.2,NA
2017-10-15,50,5.5,NA
2017-10-15,50,5.8,NA
2017-10-15,50,6,NA
2017-10-15,50,6.2,33.575
2017-10-15,50,8,33.575
2017-10-15,50,9,33.575
2017-10-15,50,9.3,NA
2017-10-16,50,0.1,33.3
2017-10-16,50,0.8,NA
2017-10-16,50,1.6,33.3
2017-10-16,50,2.8,NA
2017-10-16,50,3.8,33.3
2017-10-16,50,5,33.3
2017-10-16,50,5.2,NA
2017-10-16,50,5.5,NA
2017-10-16,50,5.8,NA
2017-10-16,50,6,NA
2017-10-16,50,6.2,33.3
2017-10-16,50,8,33.3
2017-10-16,50,9,33.3
2017-10-16,50,9.3,NA
