"DateTime","Depth","Observed_PHY_TCHLA","Modeled_PHY_TCHLA"
2013-05-21,3.8,3.92,1.42266310600671
2013-05-21,4,4.039,1.4254245518274
2013-05-21,4.33,4.043,1.42998093743154
2013-05-21,4.67,3.789,1.43445438881728
2013-05-21,5,3.333,1.43370106915141
2013-05-21,5.33,2.333,1.43294774948553
2013-05-21,5.67,2.123,1.432171601951
2013-05-21,6,2.003,1.38114600061287
2013-05-21,6.2,2.071,1.34739951356503
2013-05-21,6.33,2.083,1.32546429698394
2013-05-21,6.67,2.075,1.26809526900261
2013-05-21,7,2.075,1.25777185026248
2013-05-21,7.33,2.067,1.25023130454132
2013-05-21,7.67,2.087,1.24783600675958
2013-05-21,8,2.071,1.24778234396708
2013-05-21,8.33,2.063,1.24778234396708
2013-05-21,8.67,2.015,1.24778234396708
2013-05-21,9,2.079,1.24778234396708
2013-05-21,9.3,1.639,1.24778234396708
2013-05-23,0.1,2.591,0.994735458445346
2013-05-23,0.33,2.591,0.994735458445346
2013-05-23,0.67,2.825,0.995523232838069
2013-05-23,0.8,2.841,0.995945129380124
2013-05-23,1,3.011,0.996594200983286
2013-05-23,1.33,3.095,0.997665169128504
2013-05-23,1.6,3.793,0.994777034820177
2013-05-23,1.67,3.769,0.99348095417346
2013-05-23,2,4.769,0.987370859696077
2013-05-23,2.33,4.765,1.06688639907391
2013-05-23,2.67,4.951,1.17636697453942
2013-05-23,2.8,4.951,1.20470081570275
2013-05-23,3,4.959,1.24829134056941
2013-05-23,3.33,4.947,1.32021570659939
2013-05-23,3.67,4.951,1.34992681279493
2013-05-23,3.8,5.078,1.35387536562194
2013-05-23,4,5.011,1.35995006227886
2013-05-23,4.33,4.551,1.36997331176279
2013-05-23,4.67,3.206,1.38030029607956
2013-05-23,5,3.087,1.37922476537834
2013-05-23,5.33,2.698,1.37805171897437
2013-05-23,5.67,2.646,1.37684312570968
2013-05-23,6,2.666,1.31183681161613
2013-05-23,6.2,2.329,1.26641058629188
2013-05-23,6.33,2.384,1.23688353983111
2013-05-23,6.67,2.452,1.15965895677989
2013-05-23,7,2.337,1.13842938548289
2013-05-23,7.33,2.329,1.12368375150782
2013-05-23,7.67,2.313,1.11828142418381
2013-05-23,8,2.384,1.1181719553109
2013-05-23,8.33,2.261,1.1181719553109
2013-05-23,8.67,2.265,1.1181719553109
2013-05-23,9,2.19,1.1181719553109
2013-05-23,9.3,2.257,1.1181719553109
2013-05-30,0.1,1.512,1.15814806182589
2013-05-30,0.33,1.512,1.15814806182589
2013-05-30,0.67,1.575,1.15963301580416
2013-05-30,0.8,1.654,1.16027151306442
2013-05-30,1,1.742,1.16125381654175
2013-05-30,1.33,1.833,1.16382730937841
2013-05-30,1.6,2.071,1.16711682452718
2013-05-30,1.67,2.075,1.16796966178797
2013-05-30,2,2.841,1.17199018030313
2013-05-30,2.33,4.416,1.17268245653855
2013-05-30,2.67,4.606,1.15104411685096
2013-05-30,2.8,4.658,1.14277063402923
2013-05-30,3,4.959,1.13004219891888
2013-05-30,3.33,5.372,1.10904028098681
2013-05-30,3.67,6.57,1.09793934187623
2013-05-30,3.8,6.562,1.09716430906075
2013-05-30,4,7.443,1.09597195088309
2013-05-30,4.33,7.812,1.09400455988994
2013-05-30,4.67,6.133,1.0938266536864
2013-05-30,5,5.126,1.10838177842068
2013-05-30,5.33,4.209,1.12293690315495
2013-05-30,5.67,4.114,1.13793309227511
2013-05-30,6,4.015,1.09883299872574
2013-05-30,6.2,4.039,1.07508672887187
2013-05-30,6.33,4.031,1.05965165346685
2013-05-30,6.67,4.051,0.957505921329851
2013-05-30,7,4.051,0.788699216635358
2013-05-30,7.33,4.11,0.679054514980324
2013-05-30,7.67,4.162,0.627702058017922
2013-05-30,8,4.082,0.627440363590845
2013-05-30,8.33,4.031,0.627178669163768
2013-05-30,8.67,4.027,0.62700801481457
2013-05-30,9,4.102,0.62700801481457
2013-05-30,9.3,4.225,0.821494937125848
2013-06-04,0.1,1.813,1.64845997439673
2013-06-04,0.33,1.813,1.64845997439673
2013-06-04,0.67,1.809,1.65092827586962
2013-06-04,0.8,1.801,1.65192240388276
2013-06-04,1,2.781,1.6534518315953
2013-06-04,1.33,3.079,1.65437977444338
2013-06-04,1.6,3.071,1.65436251299195
2013-06-04,1.67,3.337,1.65435803780084
2013-06-04,2,3.777,1.65433694047131
2013-06-04,2.33,4.293,1.61783202369161
2013-06-04,2.67,4.832,1.53315901949143
2013-06-04,2.8,5.396,1.50078404729724
2013-06-04,3,5.435,1.45097639776772
2013-06-04,3.33,5.634,1.36879377604401
2013-06-04,3.67,5.88,1.28505124512979
2013-06-04,3.8,6.114,1.25321403180363
2013-06-04,4,6.875,1.20423370360953
2013-06-04,4.33,6.824,1.12341616208927
2013-06-04,4.67,3.781,1.04604420132107
2013-06-04,5,3.844,1.03698388235589
2013-06-04,5.33,3.523,1.0279235633907
2013-06-04,5.67,3.337,1.01858868930535
2013-06-04,6,3.21,0.980949995743316
2013-06-04,6.2,3.083,0.957579400080188
2013-06-04,6.33,3.146,0.942388512899156
2013-06-04,6.67,3.21,0.816510916959225
2013-06-04,7,3.134,0.627987908025219
2013-06-04,7.33,2.928,0.551380964093743
2013-06-04,7.67,3.067,0.523832121442333
2013-06-04,8,3.027,0.523480095012607
2013-06-04,8.33,3.146,0.523480095012607
2013-06-04,8.67,3.269,0.523480095012607
2013-06-04,9,3.349,0.523480095012607
2013-06-04,9.3,3.46,0.614748801782876
2013-06-06,0.1,1.095,1.93523254328802
2013-06-06,0.33,1.095,1.93523254328802
2013-06-06,0.67,1.04,1.93589015904635
2013-06-06,0.8,1.055,1.93652948600969
2013-06-06,1,1.047,1.9375130659533
2013-06-06,1.33,1.289,1.93913597286025
2013-06-06,1.6,1.365,1.93959820613083
2013-06-06,1.67,2.575,1.93959819591391
2013-06-06,2,4.539,1.93959814774846
2013-06-06,2.33,5.058,1.90763614840067
2013-06-06,2.67,7.114,1.76011825284893
2013-06-06,2.8,6.856,1.70371435160856
2013-06-06,3,6.042,1.61693911893106
2013-06-06,3.33,5.999,1.47375998501319
2013-06-06,3.67,6.483,1.36042822856932
2013-06-06,3.8,6.931,1.32070381685338
2013-06-06,4,6.566,1.25958933729041
2013-06-06,4.33,5.372,1.15875044601151
2013-06-06,4.67,3.777,1.06230806657126
2013-06-06,5,3.614,1.0379827842985
2013-06-06,5.33,3.717,1.01365750202574
2013-06-06,5.67,3.892,0.988595089987137
2013-06-06,6,3.785,0.939802480882498
2013-06-06,6.2,3.733,0.909989647319023
2013-06-06,6.33,3.392,0.890611305502765
2013-06-06,6.67,3.313,0.766334973161077
2013-06-06,7,3.194,0.600212797757758
2013-06-06,7.33,3.138,0.529282532351595
2013-06-06,7.67,3.206,0.496471416638969
2013-06-06,8,3.146,0.496082280065302
2013-06-06,8.33,3.138,0.496082280065302
2013-06-06,8.67,3.146,0.496082280065302
2013-06-06,9,3.138,0.496082280065302
2013-06-06,9.3,3.217,0.532050347645687
2013-06-13,0.1,2.325,3.31026453850466
2013-06-13,0.33,2.325,3.31026453850466
2013-06-13,0.67,2.591,3.31138914168909
2013-06-13,0.8,2.595,3.31247373939739
2013-06-13,1,2.638,3.3141423512563
2013-06-13,1.33,3.091,3.31689556082351
2013-06-13,1.6,3.364,3.31764848657758
2013-06-13,1.67,3.721,3.31764841349272
2013-06-13,2,4.523,3.31764806894982
2013-06-13,2.33,5.947,3.21288022442674
2013-06-13,2.67,7.562,2.78291055542248
2013-06-13,2.8,8.062,2.61851038786202
2013-06-13,3,7.927,2.36558705315363
2013-06-13,3.33,9.101,1.94826355088479
2013-06-13,3.67,9.347,1.69520941905708
2013-06-13,3.8,8.831,1.61682262402778
2013-06-13,4,8.49,1.49622755475192
2013-06-13,4.33,3.963,1.29724569044676
2013-06-13,4.67,2.662,1.10138475358069
2013-06-13,5,2.388,1.04641799542849
2013-06-13,5.33,2.325,0.991451237276283
2013-06-13,5.67,2.138,0.934818819786133
2013-06-13,6,2.273,0.861412438327134
2013-06-13,6.2,2.737,0.816366617863487
2013-06-13,6.33,2.634,0.787086834562116
2013-06-13,6.67,2.131,0.653496007526337
2013-06-13,7,2,0.506734634578351
2013-06-13,7.33,1.936,0.463229785711334
2013-06-13,7.67,2.059,0.442432786403666
2013-06-13,8,2.127,0.442159704704171
2013-06-13,8.33,1.952,0.442159704704171
2013-06-13,8.67,1.992,0.442159704704171
2013-06-13,9,2.011,0.442159704704171
2013-06-13,9.3,2.011,0.45617074374323
2013-06-20,0.1,1.893,5.40082468796549
2013-06-20,0.33,1.893,5.40082468796549
2013-06-20,0.67,1.936,5.40785148813721
2013-06-20,0.8,2.007,5.41081528966524
2013-06-20,1,2.4,5.41537498432375
2013-06-20,1.33,3.349,5.4193289247012
2013-06-20,1.6,3.721,5.41923521532705
2013-06-20,1.67,3.912,5.41921092030412
2013-06-20,2,4.701,5.41909638662459
2013-06-20,2.33,5.757,5.40659102760132
2013-06-20,2.67,6.943,4.80319516310438
2013-06-20,2.8,7.383,4.57248497962026
2013-06-20,3,6.875,4.21754623579853
2013-06-20,3.33,5.316,3.63189730849267
2013-06-20,3.67,5.459,3.06645350980465
2013-06-20,3.8,5.09,2.87808346298089
2013-06-20,4,6.376,2.58828339094433
2013-06-20,4.33,7.054,2.11011327208402
2013-06-20,4.67,6.864,1.62935645176297
2013-06-20,5,3.221,1.45076553966536
2013-06-20,5.33,2.519,1.27217462756775
2013-06-20,5.67,2.571,1.088171869649
2013-06-20,6,2.226,0.965709980995404
2013-06-20,6.2,2.083,0.893986672769117
2013-06-20,6.33,2.091,0.84736652242203
2013-06-20,6.67,2.123,0.722385825478064
2013-06-20,7,2.706,0.577647884958022
2013-06-20,7.33,2.96,0.432909944437979
2013-06-20,7.67,2.448,0.4266318511724
2013-06-20,8,2.388,0.426144894568197
2013-06-20,8.33,2.123,0.426144894568197
2013-06-20,8.67,2.138,0.426144894568197
2013-06-20,9,2.71,0.426144894568197
2013-06-20,9.3,2.71,0.426144894568197
2013-06-25,0.1,1.127,6.64894572194712
2013-06-25,0.33,1.127,6.64894572194712
2013-06-25,0.67,1.186,6.6580333688276
2013-06-25,0.8,1.25,6.66173940047898
2013-06-25,1,1.341,6.66744098763494
2013-06-25,1.33,1.766,6.69419626177909
2013-06-25,1.6,2.095,6.72622450100109
2013-06-25,1.67,2.087,6.73452811857717
2013-06-25,2,2.73,6.77367374429296
2013-06-25,2.33,4.412,6.63857831930809
2013-06-25,2.67,5.523,6.13814375515864
2013-06-25,2.8,8.383,5.94680112768974
2013-06-25,3,8.49,5.65242785466065
2013-06-25,3.33,7.629,5.16671195416266
2013-06-25,3.67,7.943,4.51238726628517
2013-06-25,3.8,6.812,4.22001165892715
2013-06-25,4,7.014,3.77020303222251
2013-06-25,4.33,9.986,3.02801879815985
2013-06-25,4.67,6.503,2.29790055742933
2013-06-25,5,3.162,1.9878991102753
2013-06-25,5.33,2.464,1.67789766312127
2013-06-25,5.67,2.341,1.35850223272014
2013-06-25,6,2.019,1.17320775616004
2013-06-25,6.2,2.019,1.06309600271165
2013-06-25,6.33,1.936,0.991523362970201
2013-06-25,6.67,1.893,0.810727525995912
2013-06-25,7,1.9,0.644337902525254
2013-06-25,7.33,1.817,0.503338862607603
2013-06-25,7.67,1.706,0.404229906871206
2013-06-25,8,1.694,0.403680977339279
2013-06-25,8.33,1.813,0.403132047807352
2013-06-25,8.67,1.694,0.402761519881165
2013-06-25,9,1.742,0.402761519881165
2013-06-25,9.3,1.817,0.457645632151352
2013-06-27,0.1,0.369,7.07310984008478
2013-06-27,0.33,0.369,7.07310984008478
2013-06-27,0.67,0.4126,7.07529462135189
2013-06-27,0.8,0.4206,7.07745376621127
2013-06-27,1,1.2537,7.0807755275334
2013-06-27,1.33,1.9559,7.08625643371491
2013-06-27,1.6,2.5074,7.08791338433796
2013-06-27,1.67,2.4519,7.08791341568147
2013-06-27,2,2.9597,7.08791356344375
2013-06-27,2.33,7.8752,7.00361125618562
2013-06-27,2.67,9.8946,6.55523375572697
2013-06-27,2.8,8.1252,6.38379529966925
2013-06-27,3,7.8752,6.12004382881122
2013-06-27,3.33,7.2444,5.68485390189548
2013-06-27,3.67,6.3716,4.97472116131747
2013-06-27,3.8,6.324,4.66936808425834
2013-06-27,4,6.808,4.19959411955199
2013-06-27,4.33,7.7483,3.42446707778651
2013-06-27,4.67,6.7485,2.65041724300477
2013-06-27,5,3.2175,2.28557620486142
2013-06-27,5.33,2.3328,1.92073516671807
2013-06-27,5.67,2.1146,1.54483833954007
2013-06-27,6,2.0035,1.32273416725878
2013-06-27,6.2,1.9361,1.19250799362299
2013-06-27,6.33,1.8687,1.10786098075973
2013-06-27,6.67,1.5394,0.907670136235717
2013-06-27,7,1.3688,0.746050272270282
2013-06-27,7.33,1.2855,0.594979123811555
2013-06-27,7.67,1.3767,0.472022837339782
2013-06-27,8,1.5037,0.471363521955214
2013-06-27,8.33,1.5632,0.470704206570646
2013-06-27,8.67,1.6782,0.470245927184614
2013-06-27,9,1.821,0.470245927184614
2013-06-27,9.3,2.2019,0.470245927184614
2013-07-03,0.1,4.055,8.08493588625146
2013-07-03,0.33,4.055,8.08493588625146
2013-07-03,0.67,4.162,8.08755046859862
2013-07-03,0.8,4.309,8.08989445852722
2013-07-03,1,4.896,8.09350059687891
2013-07-03,1.33,5.201,8.0994507251592
2013-07-03,1.6,5.102,8.10050925605666
2013-07-03,1.67,4.947,8.10050931089418
2013-07-03,2,4.039,8.10050956941392
2013-07-03,2.33,2.968,7.84507600464676
2013-07-03,2.67,4.348,7.26657534423696
2013-07-03,2.8,4.547,7.04538391525675
2013-07-03,3,7.812,6.70508940913334
2013-07-03,3.33,8.189,6.14360347402971
2013-07-03,3.67,9.617,5.50675370817671
2013-07-03,3.8,9.109,5.2592331424528
2013-07-03,4,8.915,4.87843227210832
2013-07-03,4.33,7.617,4.25011083603993
2013-07-03,4.67,8.24,3.60274935645432
2013-07-03,5,6.903,3.1549425556223
2013-07-03,5.33,5.943,2.72482796419458
2013-07-03,5.67,2.968,2.28167959726905
2013-07-03,6,2.722,1.94998675090995
2013-07-03,6.2,2.067,1.76362730595684
2013-07-03,6.33,1.722,1.64249366673733
2013-07-03,6.67,1.5,1.35124415688527
2013-07-03,7,1.436,1.14647324141016
2013-07-03,7.33,1.381,0.950252425426593
2013-07-03,7.67,1.385,0.766473349582967
2013-07-03,8,1.178,0.765501748201499
2013-07-03,8.33,1.444,0.764650276274066
2013-07-03,8.67,1.516,0.763931446530238
2013-07-03,9,1.611,0.763931446530238
2013-07-03,9.3,1.369,0.763931446530238
2013-07-11,0.1,5.078,8.29960588752725
2013-07-11,0.33,5.078,8.29960588752725
2013-07-11,0.67,5.864,8.30188404664042
2013-07-11,0.8,7.415,8.3034854321785
2013-07-11,1,8.347,8.30594910223707
2013-07-11,1.33,8.431,8.31001415783372
2013-07-11,1.6,8.046,8.3133401124128
2013-07-11,1.67,8.034,8.30581199876348
2013-07-11,2,7.344,7.79913968615073
2013-07-11,2.33,7.923,7.29246737353797
2013-07-11,2.67,8.05,6.76364394179575
2013-07-11,2.8,7.911,6.52969146178879
2013-07-11,3,7.486,6.16976456947039
2013-07-11,3.33,7.724,5.57588519714503
2013-07-11,3.67,6.99,5.03345464146221
2013-07-11,3.8,9.764,4.86091240223815
2013-07-11,4,12.795,4.5954628034319
2013-07-11,4.33,11.243,4.15747096540159
2013-07-11,4.67,6.919,3.70620664743097
2013-07-11,5,5.745,3.39429355144685
2013-07-11,5.33,4.463,3.08815655977223
2013-07-11,5.67,4.285,2.77274268956202
2013-07-11,6,3.519,2.48482644600175
2013-07-11,6.2,3.249,2.31230957845693
2013-07-11,6.33,3.38,2.2001736145528
2013-07-11,6.67,2.884,1.92142113130814
2013-07-11,7,2.761,1.68612735535148
2013-07-11,7.33,2.515,1.44447968832599
2013-07-11,7.67,2.456,1.19558326962245
2013-07-11,8,2.087,1.19435487189137
2013-07-11,8.33,1.813,1.19312647416028
2013-07-11,8.67,1.885,1.19214527264557
2013-07-11,9,1.996,1.19214527264557
2013-07-11,9.3,1.873,1.19214527264557
2013-07-15,0.1,3.9,7.99329694523168
2013-07-15,0.33,3.9,7.99329694523168
2013-07-15,0.67,3.904,7.99525912126924
2013-07-15,0.8,4.039,7.99664367407002
2013-07-15,1,4.769,7.99877375530201
2013-07-15,1.33,6.141,8.00228838933478
2013-07-15,1.6,7.677,8.00516399899795
2013-07-15,1.67,7.685,8.00590952742915
2013-07-15,2,8.621,7.32875662844064
2013-07-15,2.33,7.939,6.6498089032484
2013-07-15,2.67,7.137,5.9502870045655
2013-07-15,2.8,7.054,5.82192306559376
2013-07-15,3,5.824,5.62874637356688
2013-07-15,3.33,6.376,5.31000483172254
2013-07-15,3.67,7.486,4.808904226837
2013-07-15,3.8,8.006,4.59303752555479
2013-07-15,4,7.256,4.26093490819754
2013-07-15,4.33,11.696,3.71296558955809
2013-07-15,4.67,7.332,3.29924600067862
2013-07-15,5,5.197,3.14226811360171
2013-07-15,5.33,4.102,2.9852902265248
2013-07-15,5.67,3.475,2.82355543377889
2013-07-15,6,3.642,2.58752894058019
2013-07-15,6.2,3.162,2.44216937914499
2013-07-15,6.33,3.011,2.34768566421211
2013-07-15,6.67,2.138,2.10741237624884
2013-07-15,7,2.123,1.88465825433754
2013-07-15,7.33,2.063,1.6640947159165
2013-07-15,7.67,2.079,1.47203753545572
2013-07-15,8,2.138,1.47098438573474
2013-07-15,8.33,1.801,1.46993123601376
2013-07-15,8.67,1.821,1.46920148029693
2013-07-15,9,1.702,1.46920148029693
2013-07-15,9.3,1.575,1.46920148029693
2013-07-18,0.1,3.178,7.61237460670262
2013-07-18,0.33,3.178,7.61237460670262
2013-07-18,0.67,3.479,7.64891477519685
2013-07-18,0.8,3.471,7.67063381709554
2013-07-18,1,4.916,7.7040477277089
2013-07-18,1.33,6.753,7.75918068022095
2013-07-18,1.6,7.951,7.68926544373181
2013-07-18,1.67,7.947,7.5907358774396
2013-07-18,2,8.613,7.12623935063349
2013-07-18,2.33,8.375,6.66174282382738
2013-07-18,2.67,7.927,6.18542943239115
2013-07-18,2.8,7.875,6.00360805067512
2013-07-18,3,8.431,5.72388284803506
2013-07-18,3.33,8.256,5.26434371171707
2013-07-18,3.67,10.422,4.80115583207861
2013-07-18,3.8,10.41,4.62405458398155
2013-07-18,4,10.886,4.35159112537069
2013-07-18,4.33,13.743,3.90202641866278
2013-07-18,4.67,13.128,3.52224825970042
2013-07-18,5,6.526,3.28599475192649
2013-07-18,5.33,4.689,3.04974124415255
2013-07-18,5.67,3.852,2.80632853917334
2013-07-18,6,3.095,2.59892644309724
2013-07-18,6.2,2.456,2.47397316108113
2013-07-18,6.33,2.277,2.39275352777065
2013-07-18,6.67,2.127,2.1851507470396
2013-07-18,7,2.063,1.99086388773296
2013-07-18,7.33,2.345,1.77184756943962
2013-07-18,7.67,2.234,1.55674311725045
2013-07-18,8,2.019,1.55554860201376
2013-07-18,8.33,1.813,1.55435408677707
2013-07-18,8.67,1.436,1.55353258314208
2013-07-18,9,1.333,1.55353258314208
2013-07-18,9.3,1.321,1.51504560945873
2013-07-22,0.1,3.947,6.93564153450021
2013-07-22,0.33,3.947,6.93564153450021
2013-07-22,0.67,4.209,6.93801697729102
2013-07-22,0.8,4.515,6.93924928129825
2013-07-22,1,4.701,6.94114513361707
2013-07-22,1.33,5.459,6.94427328994313
2013-07-22,1.6,7.046,6.66679618716804
2013-07-22,1.67,8.601,6.57034805366273
2013-07-22,2,11.569,6.11566399570914
2013-07-22,2.33,13.16,5.73555455261419
2013-07-22,2.67,12.136,5.86887928538652
2013-07-22,2.8,11.438,5.91985638909359
2013-07-22,3,9.537,5.99828270248908
2013-07-22,3.33,7.677,5.94928073556178
2013-07-22,3.67,7.796,5.428397956455
2013-07-22,3.8,7.482,5.22923689385536
2013-07-22,4,7.229,4.92283525908666
2013-07-22,4.33,7.486,4.41727256171832
2013-07-22,4.67,9.649,3.96633605049199
2013-07-22,5,9.014,3.62700995435349
2013-07-22,5.33,5.757,3.28768385821498
2013-07-22,5.67,2.892,2.93807515310258
2013-07-22,6,2.507,2.70711879466929
2013-07-22,6.2,2.253,2.56788401892073
2013-07-22,6.33,2.131,2.47738141468417
2013-07-22,6.67,1.896,2.2618846687025
2013-07-22,7,1.492,2.08088034394605
2013-07-22,7.33,1.492,1.8780677398748
2013-07-22,7.67,1.5,1.68885023132914
2013-07-22,8,1.694,1.68776712126719
2013-07-22,8.33,2.007,1.68668401120524
2013-07-22,8.67,1.69,1.68597133559476
2013-07-22,9,1.369,1.68597133559476
2013-07-22,9.3,1.369,1.48062633158092
2013-07-25,0.1,3.079,6.5190035975564
2013-07-25,0.33,3.079,6.5190035975564
2013-07-25,0.67,3.095,6.52002607805316
2013-07-25,0.8,3.087,6.52080910378929
2013-07-25,1,3.511,6.52201375876796
2013-07-25,1.33,4.602,6.52400143948276
2013-07-25,1.6,4.959,6.52562772370396
2013-07-25,1.67,6.122,6.5260493529465
2013-07-25,2,8.367,6.39226447665878
2013-07-25,2.33,14.402,6.22418877979699
2013-07-25,2.67,15.512,6.05101988000001
2013-07-25,2.8,15.512,5.98480824184234
2013-07-25,3,13.477,5.88294418313823
2013-07-25,3.33,10.811,5.63623329627376
2013-07-25,3.67,9.153,5.30422824153477
2013-07-25,3.8,9.613,5.17728513236986
2013-07-25,4,9.546,4.98198804134693
2013-07-25,4.33,8.609,4.65974784115909
2013-07-25,4.67,10.049,4.29727341276572
2013-07-25,5,11.422,3.90539763597792
2013-07-25,5.33,8.121,3.51352185919013
2013-07-25,5.67,4.598,3.11048750808093
2013-07-25,6,4.154,2.84501098705012
2013-07-25,6.2,3.217,2.68411612581932
2013-07-25,6.33,3.245,2.57953446601931
2013-07-25,6.67,2.706,2.34037014858569
2013-07-25,7,2.706,2.15092760919509
2013-07-25,7.33,2.515,1.9549519284013
2013-07-25,7.67,2.599,1.78763918105236
2013-07-25,8,2.539,1.78666716677438
2013-07-25,8.33,2.329,1.7856951524964
2013-07-25,8.67,2.011,1.78507189824033
2013-07-25,9,1.881,1.78507189824033
2013-07-25,9.3,1.9,1.45481187317256
2013-07-29,0.1,2.718,6.37303270976944
2013-07-29,0.33,2.718,6.37303270976944
2013-07-29,0.67,2.972,6.37411617894237
2013-07-29,0.8,2.975,6.37485650134085
2013-07-29,1,3.293,6.37599545887696
2013-07-29,1.33,3.987,6.37787473881156
2013-07-29,1.6,4.428,6.37941233148531
2013-07-29,1.67,4.416,6.37031742179014
2013-07-29,2,4.737,6.23936087780583
2013-07-29,2.33,8.137,6.10840433382152
2013-07-29,2.67,18.944,5.97347940971647
2013-07-29,2.8,19.591,5.92189046814689
2013-07-29,3,16.937,5.81311859871905
2013-07-29,3.33,12.707,5.46252840194189
2013-07-29,3.67,10.331,5.10131425980785
2013-07-29,3.8,9.252,4.96320297016836
2013-07-29,4,8.447,4.74620440875059
2013-07-29,4.33,7.264,4.38125524293832
2013-07-29,4.67,4.114,4.00524701149537
2013-07-29,5,5.225,3.73868550929118
2013-07-29,5.33,7.006,3.48526266310445
2013-07-29,5.67,5.233,3.22416033673023
2013-07-29,6,3.483,2.96798481891447
2013-07-29,6.2,3.475,2.81271946289266
2013-07-29,6.33,3.682,2.71179698147849
2013-07-29,6.67,2.793,2.47174978027203
2013-07-29,7,2.083,2.2696750869264
2013-07-29,7.33,1.821,2.06124874922102
2013-07-29,7.67,1.773,1.88139416343718
2013-07-29,8,1.456,1.88035820504063
2013-07-29,8.33,1.337,1.87932224664409
2013-07-29,8.67,1.254,1.87864750375479
2013-07-29,9,1.309,1.87864750375479
2013-07-29,9.3,1.639,1.42039259529475
2013-08-01,0.1,2.952,6.26255272694832
2013-08-01,0.33,2.952,6.26255272694832
2013-08-01,0.67,3.031,6.26632815657455
2013-08-01,0.8,3.103,6.26797732789626
2013-08-01,1,3.166,6.27051451454504
2013-08-01,1.33,3.547,6.27320423048471
2013-08-01,1.6,4.257,6.27305312428126
2013-08-01,1.67,4.436,6.27301394859888
2013-08-01,2,4.681,6.2728292632391
2013-08-01,2.33,8.3,6.27282827895796
2013-08-01,2.67,13.799,6.27282941002624
2013-08-01,2.8,16.81,6.21200372104355
2013-08-01,3,20.817,5.89318740814966
2013-08-01,3.33,21.852,5.36714049187474
2013-08-01,3.67,16.155,4.82766842635923
2013-08-01,3.8,13.668,4.62508762547115
2013-08-01,4,12.446,4.31342485487409
2013-08-01,4.33,5.709,3.79918128338896
2013-08-01,4.67,4.436,3.3606571014221
2013-08-01,5,4.249,3.25247476939927
2013-08-01,5.33,4.618,3.14429243737644
2013-08-01,5.67,5.154,3.03192072174609
2013-08-01,6,4.499,2.85744371180906
2013-08-01,6.2,4.241,2.75170006942298
2013-08-01,6.33,4.543,2.68296670187203
2013-08-01,6.67,3.84,2.50175975965846
2013-08-01,7,3.206,2.3241459173463
2013-08-01,7.33,2.979,2.10980199393096
2013-08-01,7.67,1.694,1.90763869596854
2013-08-01,8,1.575,1.90643996790022
2013-08-01,8.33,1.904,1.9052412398319
2013-08-01,8.67,2.222,1.90448229733674
2013-08-01,9,2.341,1.90448229733674
2013-08-01,9.3,2.345,1.39457813688639
2013-08-08,0.1,1.297,6.15421861872369
2013-08-08,0.33,1.297,6.15421861872369
2013-08-08,0.67,1.178,6.15519972269678
2013-08-08,0.8,1.25,6.15594890295363
2013-08-08,1,1.301,6.15710148796417
