"Date","Site","Depth","Chla_sqrt","Chla_ARlag1_sqrt","Temp_C","DO_mgL","SpCond_uScm","Turb_NTU_log","Kd","TP_log","TN_log","NH4_log","NO3NO2_log","SRP_log","DOC_log","TP_inf_log","TN_inf_log","NH4_inf_log","DOC_inf_log","NO3NO2_inf","SRP_inf","NH4NO3_SRP_inf","NO3NO2_load","SRP_load","TN_TP_log","NH4NO3NO2_SRP_log","TN_TP_inf_log","TN_load_log","TP_load_log","NH4_load_log","DOC_load_log","mean_wrt_log","flow_max_log","flow_min","flow_median","mean_flow","Temp_inf_mean","Temp_inf_max","Temp_inf_min","Total_chlorophyll_log","greens_log","cyano_log","diatoms_log","crypto_log","RelHum_max_log","AirTemp_max_log","AirTemp_mean_log","AirTemp_median_log","Rain_sum_log","WindSpeed_max_log","WindSpeed_mean_log","windspeed_median_log","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","week_julian","week_series","week_cum"
"2013-05-02",50,0.1,0.5,NA,16.802,8.93689,37.42304944,0.0445908833278752,NA,3.58073729549423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57504238317042,2.94074725576509,2.70110929173647,2.69631432734566,-Inf,1.63253222442229,1.37225703656933,1.38774275544024,81.4064546679167,82.477547885,593.4249878,201.298415940542,17,1,1
"2013-05-09",50,0.1,0.267207784317748,0.5,14.6519,8.77974,36.60589491,-1.66283868916122,NA,3.08648663682246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55410368714365,3.18883031241846,2.82013891654806,2.85503379662972,-8.26721298614847,1.54767338320751,1.32513996203206,1.28371572383672,73.17167387375,69.14033893,892.3590088,286.3748726875,18,2,2
"2013-05-14",50,0.1,1.15974135047432,0.267207784317748,15.7607,8.67911,36.76630501,1.03843756563204,NA,3.10458667846607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24473533588131,2.9396907536381,2.46466922039659,2.52252356231597,-Inf,1.56904324472174,1.24756095953765,1.1966958126806,52.4473561341667,51.31684532,877.651001,268.2972078325,19,3,3
"2013-05-21",50,0.1,1.20337026720789,1.15974135047432,18.9194,9.12374,36.97787549,0.234123055357218,NA,3.1925318495286,NA,NA,NA,NA,NA,3.71600812150219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0804595122816477,NA,NA,4.92240698678021,-3.48466365756759,0.0212244267122472,0.0270527854571265,0.0263694638874329,15.25625,16.69,14.13,NA,NA,NA,NA,NA,4.58305585676677,3.40850379536212,3.16242932295881,3.16399791129793,-Inf,1.31515605026933,1.05817090754161,1.02065105062178,81.25340166,84.52529758,909.427002,307.610083100417,20,4,4
"2013-05-30",50,0.1,1.22947143114429,1.20337026720789,22.1139,8.63825,37.61010353,-0.00471107973011922,NA,3.10458667846607,NA,NA,NA,NA,NA,3.59731226058845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.733110212735681,NA,NA,5.61203032943593,-4.16906793437254,0.0110930403721045,0.01302105268443,0.0131619857274519,16.7998958333333,18.44,15.44,NA,NA,NA,NA,NA,4.40396180388727,3.40485868025429,3.18190081251624,3.17471523531148,-Inf,1.45705765831131,1.26050625976937,1.25449376508814,66.0353484508333,68.60403696,919.4299927,319.717458724583,21,5,5
"2013-06-04",50,0.1,1.34651401775102,1.22947143114429,23.6841,8.40487,37.8518712,0.0445908833278752,NA,3.23080439573347,NA,NA,NA,NA,NA,3.58444443588455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73690584630064,NA,NA,5.6028605256677,-4.2242755085159,0.0114703647093252,0.0134188559116226,0.013281937065762,16.4354166666667,17.5,15.38,NA,NA,NA,NA,NA,4.40978845960478,3.2737437895421,3.04917444403387,3.03974930490377,-Inf,1.47829297145302,1.24129673195397,1.21807192707732,69.4187838479167,73.215766925,913.2249756,323.2667072575,22,6,6
"2013-06-13",50,0.1,1.5247622765533,1.34651401775102,23.6155,8.96649,37.0997335,0.72730703220665,NA,3.07731226054641,NA,NA,NA,NA,NA,3.55820113047182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.263867312182664,NA,NA,5.11559450095046,-3.21791248121207,0.0189384961013892,0.0212244267122472,0.0218824913718019,17.817037037037,19.06,16.81,NA,NA,NA,NA,NA,4.48232682229104,3.42523953494485,3.22210410853187,3.20030453891601,-1.96423459284325,2.30575355610914,1.99230337842021,2.10153632893964,72.9866698420833,72.765924375,831.4520264,256.9517553625,23,7,7
"2013-06-20",50,0.1,1.37568164921976,1.5247622765533,22.9495,7.45937,37.5744161,-0.319241541359547,NA,3.60277675506052,NA,NA,NA,NA,NA,3.6163087612791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.676001557950655,NA,NA,5.57157513411563,-4.2242755085159,0.0122375191991045,0.0138206296719582,0.0136732990922902,17.1284375,17.94,16.56,NA,NA,NA,NA,NA,4.58499710129304,3.33005922283382,3.14039172991822,3.14069822849274,-Inf,1.47445656810891,1.16165846045195,1.08255874464837,78.88486586375,78.7785067,812.4630127,283.539333505417,24,8,8
"2013-06-27",50,0.1,0.607453701939498,1.37568164921976,25.412,9.16612,38.96194467,0.29847363352998,NA,3.14415227867226,NA,1.94591014905531,1.79175946922805,1.09861228866811,NA,3.72328088083127,NA,-Inf,NA,91,15,6.06666666666667,1.15672141531679,0.190668365162109,NA,1.46633706879343,NA,NA,-0.641988988388188,-Inf,NA,5.64586123015107,-4.25266044696013,0.0110930403721039,0.0126272600237991,0.0127112243441406,18.0690625,18.69,17.5,NA,NA,NA,NA,NA,4.50166505958616,3.36418852731799,3.20518270809708,3.20862300447568,-4.54931929324809,1.92599213386221,1.47997288347786,1.33702209032448,74.94378134875,76.030082985,736.9609985,254.584375705833,25,9,9
"2013-07-03",50,0.1,2.01362856555026,0.607453701939498,24.0484,8.03585,37.53140225,0.588342066193819,NA,3.6609942506244,NA,2.99573227355399,3.25809653802148,1.38629436111989,NA,4.23265617801961,NA,2.484906649788,NA,30,11,3.81818181818182,2.44942003606946,0.898120679892136,NA,2.4423470353692,NA,NA,1.72731007291985,-0.0204394553117633,NA,3.90427414840536,-1.66235168849297,0.0483609319391689,0.0668457686987056,0.0816473345356487,17.1885416666667,17.94,16.88,NA,NA,NA,NA,NA,4.60517018598809,3.20274768358795,3.05696486001266,3.03302749953067,0.156708312865071,1.13140208084594,0.802189051718267,0.836641404299854,92.6448897233333,94.103428655,551.4790039,185.628751110833,26,10,10
