"Date","Site","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp","week_julian","week_series","week_cum"
2015-08-08,50,9,13.6811,7.36436,1.1749,25.3151,54.3231532896005,31,15,69
2015-08-15,50,9,13.8009333333333,8.055,1.0107,24.235,56.0496795283579,32,16,70
2015-08-22,50,9,13.9207666666667,8.74564,0.8465,23.1549,57.7762057671152,33,17,71
2015-08-31,50,9,14.0406,9.43628,0.6823,22.0748,59.5027320058726,34,18,72
2015-09-07,50,9,14.2204,9.75572,0.7847,19.1265,60.9175705259037,35,19,73
2015-09-14,50,9,14.3589,10.02812,0.613,17.7505,62.5829892825648,36,20,74
2015-09-18,50,9,8.9741,0.07675,2.3425,4.4936,140.560869897364,37,21,75
2015-09-28,50,9,14.6793,9.67234,0.7501,14.6118,64.7993012308783,38,22,76
2015-10-05,50,9,16.2071,5.95697,2.0945,6.591,37.0386613942787,39,23,77
2015-10-12,50,9,15.24225,6.629845,1.944,5.96745,36.2443425476419,40,24,78
2015-10-19,50,9,14.2774,7.30272,1.7935,5.3439,35.4500237010052,41,25,79
2015-10-23,50,9,14.0604,7.69358,2.4869,4.3199,35.9256674427287,42,26,80
2015-10-30,50,9,10.7783,8.861005,3.7243,4.95595,34.8916894425032,43,27,81
2016-05-12,50,9,9.8544,12.62238,3.3718,1.9636,32.7319752120332,18,2,83
2016-05-19,50,9,10.1873,13.11676,3.7571,2.3555,32.9554620063833,19,3,84
2016-05-23,50,9,10.3244,13.50047,3.5036,2.4619,33.3352591463474,20,4,85
2016-05-30,50,9,10.6061,14.50492,3.0884,2.5811,33.2364718310899,21,5,86
2016-06-03,50,9,10.9149,15.05713,2.6173,2.2129,33.8097238099617,22,6,87
2016-06-13,50,9,11.5128,14.36562,1.9617,1.7042,34.9110138857713,23,7,88
2016-06-23,50,9,11.9453,13.28517,2.0573,1.7815,37.3603858058779,24,8,89
2016-06-28,50,9,12.1129,12.45901,2.3668,2.2109,38.6798114160709,25,9,90
2016-07-07,50,9,12.6902,12.03003,1.9311,1.9064,41.5754115120536,26,10,91
2016-07-14,50,9,13.0945,10.4253,1.8546,3.27,43.4813703950512,27,11,92
2016-07-21,50,9,13.431,9.1204,3.6084,5.1419,44.5264155353804,28,12,93
2016-07-25,50,9,13.5724,8.64377,5.7095,5.69,45.0962108742931,29,13,94
2016-08-01,50,9,14.258,11.23278,1.8805,4.5289,47.6298463642062,30,14,95
2016-08-08,50,9,14.8091,13.5456,0.7952,7.7918,50.1658445000713,31,15,96
2016-08-18,50,9,15.3801,15.59594,0.5446,10.1523,52.1759190647989,32,16,97
2016-08-23,50,9,15.5944,15.97922,0.5552,9.942,53.0200509770769,33,17,98
2016-08-26,50,9,15.7215,16.41265,0.4568,9.4123,53.1013265807843,34,18,99
2016-09-06,50,9,16.0973,14.84751,0.6684,8.6366,54.2669649129294,35,19,100
2016-09-09,50,9,16.135,14.87728,0.6775,6.7995,53.7665161672055,36,20,101
2016-09-17,50,9,16.3271,12.63749,0.805,7.8733,54.6919382917631,37,21,102
2016-09-27,50,9,16.5975,7.94773,0.5411,9.134,56.1085046704202,38,22,103
2016-09-30,50,9,16.6292,7.58664,0.732,8.1558,56.9465288745487,39,23,104
2016-10-07,50,9,18.6538,3.59011,1.0907,9.2352,42.2560148153209,40,24,105
2016-10-20,50,9,15.70645,7.08748,1.41485,4.4623,34.5784477062483,41,25,106
2016-10-27,50,9,15.2786,6.39656,1.3062,4.0824,34.8341473274771,42,26,107
2016-10-31,50,9,14.85075,5.70564,1.19755,3.7025,35.089846948706,43,27,108
2013-05-02,50,9.3,7.0681,6.36583,0.5079,1.5828,36.8516864415249,17,1,1
2013-05-09,50,9.3,7.2842,5.57546,0.3214,1.2638,37.3065707505644,18,2,2
2013-05-14,50,9.3,7.5106,5.15726,0.4721,2.0863,37.7680037400868,19,3,3
2013-05-23,50,9.3,8.6955,9.15847,2.2733,1.0456,36.0441285272292,20,4,4
2013-05-30,50,9.3,9.1321,9.5271,4.2967,1.2471,36.393813945989,21,5,5
2013-06-04,50,9.3,9.4274,10.75668,3.4596,1.3142,36.5294736272462,22,6,6
2013-06-13,50,9.3,9.8544,12.05121,2.0115,1.0456,36.9277218181744,23,7,7
2013-06-20,50,9.3,10.0393,10.98889,2.7097,0.7771,37.9222304641159,24,8,8
2013-06-25,50,9.3,9.9207,5.88298,1.829,1.6499,43.4039845509747,25,9,9
2013-07-03,50,9.3,9.9073,3.95082,1.3648,1.8345,46.6178193586852,26,10,10
2013-07-15,50,9.3,10.3391,5.18847,1.5552,5.3761,43.5710325170056,27,11,11
2013-07-22,50,9.3,10.3509,5.23554,1.3688,4.839,43.1165573101076,28,12,12
2013-07-29,50,9.3,10.4464,4.0275,1.6385,9.5388,47.9975132205722,29,13,13
2013-08-01,50,9.3,10.5968,4.25487,2.3447,7.7932,48.152375404415,30,14,14
2013-08-08,50,9.3,11.2954,4.2503,3.043,6.5175,46.9713338228024,31,15,15
2013-08-18,50,9.3,12.3574666666667,7.06164333333333,3.16596666666667,7.4071,49.8149499746354,32,16,16
2013-08-23,50,9.3,12.2490333333333,7.23533666666667,3.61823333333333,7.5078,48.8810023933204,33,17,17
2013-08-28,50,9.3,12.1406,7.40903,4.0705,7.6085,47.9470548120055,34,18,18
2013-09-06,50,9.3,12.3925,8.34403,4.91686666666667,7.78196666666667,48.6919560637992,35,19,19
2013-09-13,50,9.3,12.6444,9.27903,5.76323333333333,7.95543333333333,49.436857315593,36,20,20
2013-09-18,50,9.3,12.8963,10.21403,6.6096,8.1289,50.1817585673867,37,21,21
2013-09-25,50,9.3,13.0958,10.94281,5.6535,9.3038,50.9765919196125,38,22,22
2013-10-04,50,9.3,13.1222333333333,9.84482,4.86533333333333,8.638,52.6967297788959,39,23,23
2013-10-11,50,9.3,13.1486666666667,8.74683,4.07716666666667,7.9722,54.4168676381793,40,24,24
2013-10-16,50,9.3,13.1751,7.64884,3.289,7.3064,56.1370054974627,41,25,25
2013-10-23,50,9.3,13.5307,9.60241,1.4838,7.7764,55.3651983195507,42,26,26
2013-10-30,50,9.3,12.4081,8.9077,6.0066,3.0095,42.6316504561302,43,27,27
2014-05-06,50,9.3,7.6703,4.8622,0.484,1.6667,36.4751964465078,17,1,28
2014-05-07,50,9.3,8.1774,6.87414,1.3608,1.5995,35.1624104813706,18,2,29
2014-05-14,50,9.3,8.8243,7.37641,3.6024,1.2471,34.6327795303029,19,3,30
2014-05-26,50,9.3,9.5098,9.10537,2.674,1.2303,35.8164583781814,20,4,31
2014-06-02,50,9.3,9.8135,9.48234,1.5275,1.4149,35.695341500668,21,5,32
2014-06-06,50,9.3,9.6361,6.08367,0.738,3.5969,40.5248034210653,22,6,33
2014-06-16,50,9.3,9.5843,0.31711,0.5436,16.0346,55.2538406613197,23,7,34
2014-06-19,50,9.3,9.654,0.44929,0.5237,13.7183,62.9391261514852,24,8,35
2014-06-25,50,9.3,9.6561,0.18309,1.0791,27.8176,102.666675587852,25,9,36
2014-07-02,50,9.3,10.2408,4.62162,1.71,11.7208,41.4756717204897,26,10,37
2014-07-09,50,9.3,10.5796,5.44991,2.5391,14.5071,42.5718214584433,27,11,38
2014-07-21,50,9.3,10.982,6.45671,2.7891,21.3722,44.572119703459,28,12,39
2014-07-23,50,9.3,11.0462,6.49682,3.3128,22.5136,44.9586453619434,29,13,40
2014-07-30,50,9.3,11.2584,6.6228,3.6381,25.9041,46.0243605378475,30,14,41
2014-08-11,50,9.3,11.1262,0.13338,3.9198,23.0842,136.435876650565,31,15,42
2014-08-18,50,9.3,11.065,0.10887,3.9317,5.3258,191.457644464097,32,16,43
2014-08-21,50,9.3,11.3992,1.75781,2.5907,37.1836,50.1207849421727,33,17,44
2014-08-30,50,9.3,11.7839,3.591855,3.58255,34.71615,50.3282007891792,34,18,45
2014-09-03,50,9.3,11.9698,4.30032,4.8719,33.8769,50.5607242742795,35,19,46
2014-09-15,50,9.3,12.3666,5.64493,1.1823,35.3204,52.3890010263054,36,20,47
2014-09-22,50,9.3,12.6805,6.55395,1.5235,26.0552,52.9930140354183,37,21,48
2014-09-29,50,9.3,12.9766,7.37412,3.2295,16.236,53.3935764466231,38,22,49
2014-10-04,50,9.3,13.1593,7.92519,1.6544,10.462,54.033089389247,39,23,50
2014-10-10,50,9.3,13.3463,8.471665,1.5691,9.9081,54.7138608681279,40,24,51
2014-10-15,50,9.3,13.5333,9.01814,1.4838,9.3542,55.3946323470088,41,25,52
2014-10-23,50,9.3,14.228,8.74853,12.2591,4.8055,38.4171553007926,42,26,53
2014-10-30,50,9.3,12.24925,9.30304,13.10615,4.27675,37.9095405656732,43,27,54
2015-05-05,50,9.3,7.6082,4.83858,2.6978,10.9401,34.8585813872078,17,1,55
2015-05-11,50,9.3,8.1697,6.47773,5.8796,7.4725,34.031673563496,18,2,56
2015-05-14,50,9.3,8.3797,6.23307,7.4269,8.2793,34.5976125755175,19,3,57
2015-05-21,50,9.3,8.7407,7.12899,8.0339,9.3608,35.1533040150693,20,4,58
2015-05-28,50,9.3,7.9634,0.10756,3.3564,7.5068,49.050076923996,21,5,59
2015-06-08,50,9.3,8.9959,0.16416,1.0276,14.854,67.087428883289,22,6,60
2015-06-11,50,9.3,9.5778,5.45731,3.1501,7.0948,38.7708605393221,23,7,61
2015-06-19,50,9.3,8.2361,0.07191,5.709,5.6013,69.5632795722437,24,8,62
2015-06-29,50,9.3,11.5288,7.43473,5.9471,17.6865,43.9043240711648,25,9,63
2015-07-02,50,9.3,11.9279,8.20267,2.1583,19.0598,44.8488036930341,26,10,64
2015-07-13,50,9.3,12.7913,9.88151,0.3373,25.1539,47.7164437683655,27,11,65
2015-07-16,50,9.3,12.962,10.23418,0.3293,24.5702,48.4399711092775,28,12,66
2015-07-23,50,9.3,8.2011,0.06023,2.0392,4.2452,109.949893910839,29,13,67
2015-08-03,50,9.3,13.5801,8.00585,1.103,24.141,52.883911545956,30,14,68
2015-08-08,50,9.3,13.6811,7.36436,1.1749,25.3151,54.3231532896005,31,15,69
2015-08-15,50,9.3,13.7985666666667,8.05191,1.00286666666667,24.1283,56.1039606483998,32,16,70
2015-08-22,50,9.3,13.9160333333333,8.73946,0.830833333333333,22.9415,57.884768007199,33,17,71
2015-08-31,50,9.3,14.0335,9.42701,0.6588,21.7547,59.6655753659983,34,18,72
2015-09-07,50,9.3,14.2105,9.73213,0.7533,19.1382,61.1726689780231,35,19,73
2015-09-14,50,9.3,14.3555,9.99941,0.6178,17.6902,62.5276944277138,36,20,74
2015-09-18,50,9.3,8.8013,0.07398,2.027,4.1851,149.844538446104,37,21,75
2015-09-28,50,9.3,14.6753,9.63527,0.759,15.1388,65.029812036332,38,22,76
2015-10-02,50,9.3,8.9418,0.10863,1.2166,4.8375,156.875382795252,39,23,77
2015-10-12,50,9.3,15.2299,6.6157,1.99905,5.9735,36.3173215185198,40,24,78
2015-10-19,50,9.3,14.2671,7.30467,1.8242,5.2024,35.3895484563861,41,25,79
2015-10-23,50,9.3,9.4856,0.11385,1.7288,4.9371,169.146969504215,42,26,80
2015-10-30,50,9.3,8.4911,5.074495,3.31755,5.25845,101.473932390214,43,27,81
2016-05-12,50,9.3,9.8541,12.65182,3.4583,2.0019,32.7578725098029,18,2,83
2016-05-19,50,9.3,10.1873,13.11676,3.7571,2.3555,32.9554620063833,19,3,84
2016-05-23,50,9.3,10.3207,13.51341,3.6357,2.4398,33.1364554309696,20,4,85
2016-05-30,50,9.3,10.6178,14.37721,3.0049,2.5868,33.2903497391521,21,5,86
2016-06-07,50,9.3,11.2173,15.20374,2.0736,1.6458,34.0698464200421,22,6,87
2016-06-13,50,9.3,11.5097,14.38454,1.9853,1.5311,35.0848155173874,23,7,88
2016-06-20,50,9.3,11.8215,13.73292,2.064,1.3019,36.5361414044128,24,8,89
2016-06-30,50,9.3,12.2719,12.64601,1.9183,2.2578,39.0773671675699,25,9,90
2016-07-07,50,9.3,12.6822,12.01829,1.8351,1.915,41.5717706492024,26,10,91
2016-07-11,50,9.3,12.8818,11.10927,2.0627,2.7509,42.7116055720961,27,11,92
2016-07-21,50,9.3,13.428,9.12301,3.9073,5.1572,44.5980691544836,28,12,93
2016-07-26,50,9.3,13.6266,8.78773,6.7627,5.9423,45.3781034448442,29,13,94
2016-08-01,50,9.3,14.2584,11.23788,1.9535,4.5589,47.6848742426483,30,14,95
2016-08-11,50,9.3,14.9801,14.45055,1.1522,8.9812,50.7393195401286,31,15,96
2016-08-18,50,9.3,15.3734,15.55698,0.5455,9.9944,52.1746888131838,32,16,97
2016-08-23,50,9.3,15.5924,16.00148,0.5834,9.926,53.1193425685192,33,17,98
2016-08-26,50,9.3,15.7175,16.43554,0.4916,9.3627,53.1049158917071,34,18,99
2016-09-06,50,9.3,16.0948,14.87116,0.6611,8.6659,54.3341230408072,35,19,100
2016-09-09,50,9.3,16.129,14.8386,0.664,6.9684,53.853772117955,36,20,101
2016-09-22,50,9.3,16.45845,10.27112,0.66175,8.50935,55.4922126551933,37,21,102
2016-09-27,50,9.3,16.592,7.93702,0.5581,9.0096,56.249019546175,38,22,103
2016-09-30,50,9.3,16.6282,7.61505,0.7551,8.1429,57.0221588984398,39,23,104
2016-10-11,50,9.3,16.5745,7.37397,1.3845,7.1108,34.1933749622128,40,24,105
2016-10-14,50,9.3,16.1326,7.75403,1.4051,5.0903,34.238586284339,41,25,106
2016-10-27,50,9.3,15.27425,6.27856,1.27345,4.4494,34.9454446531253,42,26,107
2016-10-31,50,9.3,14.845075,5.540825,1.207625,4.12895,35.2988738375184,43,27,108
